layer,benchmark,model,score,error
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.041293159,0.103741984
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,-0.00533414,0.097407614
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.016835355,0.059279045
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.125093347,0.074765303
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.45684139,0.210106578
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.491101287,0.069580666
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.42860777,0.232617296
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024,0.154566343,0.08954577
dropout,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.01274644,0.048598525
encoder.layer_norm2.0,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.002036776,0.017016674
encoder.layer_norm2.1,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,-0.076887267,0.116983053
encoder.layer_norm2.2,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.000773478,0.088091687
encoder.layer_norm2.3,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,-0.028914583,0.076945329
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.057326492,0.024813342
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.08210747,0.1637663
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.021206841,0.1083144
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,-0.028358948,0.038188767
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.010150177,0.043433293
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,0.033239684,0.052004343
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,-0.005109569,0.074128472
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-xnli15-1024-untrained,-0.00991329,0.141217707
dropout,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.01343251,0.080124151
encoder.layer_norm2.0,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.116139173,0.23410399
encoder.layer_norm2.1,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.291936074,0.051462209
encoder.layer_norm2.2,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.117435865,0.069829819
encoder.layer_norm2.3,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.051753932,0.25526265
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.034014732,0.037054353
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.066373139,0.119161204
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.018531911,0.088056757
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.042071252,0.262721735
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.008437642,0.08206962
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.023142563,0.08129253
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.100492658,0.175228809
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.029686546,0.118387068
encoder.layer_norm2.12,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.028999412,0.022269975
encoder.layer_norm2.13,Fedorenko2016v3-encoding,xlm-mlm-100-1280,0.077026865,0.09019464
encoder.layer_norm2.14,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.007521273,0.086023875
encoder.layer_norm2.15,Fedorenko2016v3-encoding,xlm-mlm-100-1280,-0.038480501,0.144325123
dropout,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.010755959,0.040578017
encoder.layer_norm2.0,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.080609181,0.105773155
encoder.layer_norm2.1,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.027915686,0.023271311
encoder.layer_norm2.2,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.023452072,0.034937277
encoder.layer_norm2.3,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.001632486,0.080439498
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.033008215,0.018869804
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.063579183,0.079835269
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.031883672,0.073871383
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.010216465,0.10911283
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.030186863,0.086122291
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.007238161,0.055845322
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.01765693,0.068080945
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.017863783,0.022091133
encoder.layer_norm2.12,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.056445758,0.056513864
encoder.layer_norm2.13,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.055572333,0.080850559
encoder.layer_norm2.14,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,0.069517767,0.019015436
encoder.layer_norm2.15,Fedorenko2016v3-encoding,xlm-mlm-100-1280-untrained,-0.068240188,0.085345687
dropout,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.029192648,0.120691432
encoder.layer_norm2.0,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.039486239,0.155136139
encoder.layer_norm2.1,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.044619912,0.024075679
encoder.layer_norm2.2,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.120774629,0.082971386
encoder.layer_norm2.3,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.015715222,0.06401267
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.066776809,0.07448168
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.003793301,0.069862164
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.052673284,0.051266858
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.029301601,0.043165382
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.034504493,0.073842058
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.029384579,0.032385974
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-en-2048,-0.066568195,0.106932111
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-en-2048,0.106431061,0.157645521
dropout,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.069721606,0.179538329
encoder.layer_norm2.0,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.008066324,0.132810309
encoder.layer_norm2.1,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,-0.074892935,0.082429184
encoder.layer_norm2.2,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.011145014,0.024382336
encoder.layer_norm2.3,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,7.18E-05,0.065105404
encoder.layer_norm2.4,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.042180271,0.01008977
encoder.layer_norm2.5,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.021583749,0.035900594
encoder.layer_norm2.6,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.082872613,0.079375837
encoder.layer_norm2.7,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.033947459,0.107622031
encoder.layer_norm2.8,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,-0.036384208,0.156310517
encoder.layer_norm2.9,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,-0.000910021,0.049329923
encoder.layer_norm2.10,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.113687721,0.151027339
encoder.layer_norm2.11,Fedorenko2016v3-encoding,xlm-mlm-en-2048-untrained,0.009435772,0.090815874
embedding,Fedorenko2016v3-encoding,xlm-roberta-base,0.035069381,0.07106215
encoder.layer.0,Fedorenko2016v3-encoding,xlm-roberta-base,0.029630538,0.078743025
encoder.layer.1,Fedorenko2016v3-encoding,xlm-roberta-base,0.019490565,0.109907925
encoder.layer.2,Fedorenko2016v3-encoding,xlm-roberta-base,-0.015572017,0.066112249
encoder.layer.3,Fedorenko2016v3-encoding,xlm-roberta-base,-0.01355365,0.111960359
encoder.layer.4,Fedorenko2016v3-encoding,xlm-roberta-base,0.131177558,0.057997457
encoder.layer.5,Fedorenko2016v3-encoding,xlm-roberta-base,0.017094302,0.10331537
encoder.layer.6,Fedorenko2016v3-encoding,xlm-roberta-base,0.067787814,0.271665573
encoder.layer.7,Fedorenko2016v3-encoding,xlm-roberta-base,0.057778922,0.054874302
encoder.layer.8,Fedorenko2016v3-encoding,xlm-roberta-base,0.030344079,0.058939251
encoder.layer.9,Fedorenko2016v3-encoding,xlm-roberta-base,-0.006585015,0.125555462
encoder.layer.10,Fedorenko2016v3-encoding,xlm-roberta-base,-0.005157235,0.189965632
encoder.layer.11,Fedorenko2016v3-encoding,xlm-roberta-base,0.071320478,0.056507302
embedding,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.061950701,0.041829799
encoder.layer.0,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.011675186,0.119003856
encoder.layer.1,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.031420664,0.079549895
encoder.layer.2,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.059036808,0.018920719
encoder.layer.3,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,-0.03508536,0.025417738
encoder.layer.4,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.01466901,0.100197594
encoder.layer.5,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,-0.002891949,0.084640171
encoder.layer.6,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.064031099,0.033582323
encoder.layer.7,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,-0.010237239,0.056841586
encoder.layer.8,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.075708951,0.202624558
encoder.layer.9,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.03590393,0.110128966
encoder.layer.10,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,-0.095504002,0.117201811
encoder.layer.11,Fedorenko2016v3-encoding,xlm-roberta-base-untrained,0.059458768,0.077909237
embedding,Fedorenko2016v3-encoding,xlm-roberta-large,-0.004153283,0.058831375
encoder.layer.0,Fedorenko2016v3-encoding,xlm-roberta-large,-0.082199703,0.130738586
encoder.layer.1,Fedorenko2016v3-encoding,xlm-roberta-large,0.023352418,0.173015653
encoder.layer.2,Fedorenko2016v3-encoding,xlm-roberta-large,-0.017282358,0.077487528
encoder.layer.3,Fedorenko2016v3-encoding,xlm-roberta-large,0.013955398,0.031033442
encoder.layer.4,Fedorenko2016v3-encoding,xlm-roberta-large,0.035566178,0.124392352
encoder.layer.5,Fedorenko2016v3-encoding,xlm-roberta-large,-0.030836376,0.058111073
encoder.layer.6,Fedorenko2016v3-encoding,xlm-roberta-large,0.049432754,0.010201454
encoder.layer.7,Fedorenko2016v3-encoding,xlm-roberta-large,0.051628539,0.003020581
encoder.layer.8,Fedorenko2016v3-encoding,xlm-roberta-large,0.036084265,0.139253694
encoder.layer.9,Fedorenko2016v3-encoding,xlm-roberta-large,0.043617871,0.232545735
encoder.layer.10,Fedorenko2016v3-encoding,xlm-roberta-large,-0.001039021,0.088033046
encoder.layer.11,Fedorenko2016v3-encoding,xlm-roberta-large,0.119931906,0.061227912
encoder.layer.12,Fedorenko2016v3-encoding,xlm-roberta-large,0.026803979,0.081503635
encoder.layer.13,Fedorenko2016v3-encoding,xlm-roberta-large,0.003562025,0.083425533
encoder.layer.14,Fedorenko2016v3-encoding,xlm-roberta-large,0.19748362,0.066133849
encoder.layer.15,Fedorenko2016v3-encoding,xlm-roberta-large,-0.000444447,0.065960643
encoder.layer.16,Fedorenko2016v3-encoding,xlm-roberta-large,0.079157764,0.111842789
